id_estado,id_municipio,Municipio,,,,
17,1,Amacuzac,,,,
17,2,Atlatlahucan,,,,
17,3,Axochiapan,,,,
17,4,Ayala,,,,
17,5,Coatlán del Río,,,,
17,6,Cuautla,,,,
17,7,Cuernavaca,,,,
17,8,Emiliano Zapata,,,,
17,9,Huitzilac,,,,
17,10,Jantetelco,,,,
17,11,Jiutepec,,,,
17,12,Jojutla,,,,
17,13,Jonacatepec de Leandro Valle,,,,
17,14,Mazatepec,,,,
17,15,Miacatlán,,,,
17,16,Ocuituco,,,,
17,17,Puente de Ixtla,,,,
17,18,Temixco,,,,
17,19,Tepalcingo,,,,
17,20,Tepoztlán,,,,
17,21,Tetecala,,,,
17,22,Tetela del Volcán,,,,
17,23,Tlalnepantla,,,,
17,24,Tlaltizapán de Zapata,,,,
17,25,Tlaquiltenango,,,,
17,26,Tlayacapan,,,,
17,27,Totolapan,,,,
17,28,Xochitepec,,,,
17,29,Yautepec,,,,
17,30,Yecapixtla,,,,
17,31,Zacatepec,,,,
17,32,Zacualpan de Amilpas,,,,
17,33,Temoac,,,,
17,34,Coatetelco,,,,
17,35,Xoxocotla,,,,
17,36,Hueyapan,,,,
