id_estado,id_municipio,Municipio,,,,
20,1,Abejones,,,,
20,2,Acatlán de Pérez Figueroa,,,,
20,3,Asunción Cacalotepec,,,,
20,4,Asunción Cuyotepeji,,,,
20,5,Asunción Ixtaltepec,,,,
20,6,Asunción Nochixtlán,,,,
20,7,Asunción Ocotlán,,,,
20,8,Asunción Tlacolulita,,,,
20,9,Ayotzintepec,,,,
20,10,El Barrio de la Soledad,,,,
20,11,Calihualá,,,,
20,12,Candelaria Loxicha,,,,
20,13,Ciénega de Zimatlán,,,,
20,14,Ciudad Ixtepec,,,,
20,15,Coatecas Altas,,,,
20,16,Coicoyán de las Flores,,,,
20,17,La Compañía,,,,
20,18,Concepción Buenavista,,,,
20,19,Concepción Pápalo,,,,
20,20,Constancia del Rosario,,,,
20,21,Cosolapa,,,,
20,22,Cosoltepec,,,,
20,23,Cuilápam de Guerrero,,,,
20,24,Cuyamecalco Villa de Zaragoza,,,,
20,25,Chahuites,,,,
20,26,Chalcatongo de Hidalgo,,,,
20,27,Chiquihuitlán de Benito Juárez,,,,
20,28,Heroica Ciudad de Ejutla de Crespo,,,,
20,29,Eloxochitlán de Flores Magón,,,,
20,30,El Espinal,,,,
20,31,Tamazulápam del Espíritu Santo,,,,
20,32,Fresnillo de Trujano,,,,
20,33,Guadalupe Etla,,,,
20,34,Guadalupe de Ramírez,,,,
20,35,Guelatao de Juárez,,,,
20,36,Guevea de Humboldt,,,,
20,37,Mesones Hidalgo,,,,
20,38,Villa Hidalgo,,,,
20,39,Heroica Ciudad de Huajuapan de León,,,,
20,40,Huautepec,,,,
20,41,Huautla de Jiménez,,,,
20,42,Ixtlán de Juárez,,,,
20,43,Juchitán de Zaragoza,,,,
20,44,Loma Bonita,,,,
20,45,Magdalena Apasco,,,,
20,46,Magdalena Jaltepec,,,,
20,47,Santa Magdalena Jicotlán,,,,
20,48,Magdalena Mixtepec,,,,
20,49,Magdalena Ocotlán,,,,
20,50,Magdalena Peñasco,,,,
20,51,Magdalena Teitipac,,,,
20,52,Magdalena Tequisistlán,,,,
20,53,Magdalena Tlacotepec,,,,
20,54,Magdalena Zahuatlán,,,,
20,55,Mariscala de Juárez,,,,
20,56,Mártires de Tacubaya,,,,
20,57,Matías Romero Avendaño,,,,
20,58,Mazatlán Villa de Flores,,,,
20,59,Miahuatlán de Porfirio Díaz,,,,
20,60,Mixistlán de la Reforma,,,,
20,61,Monjas,,,,
20,62,Natividad,,,,
20,63,Nazareno Etla,,,,
20,64,Nejapa de Madero,,,,
20,65,Ixpantepec Nieves,,,,
20,66,Santiago Niltepec,,,,
20,67,Oaxaca de Juárez,,,,
20,68,Ocotlán de Morelos,,,,
20,69,La Pe,,,,
20,70,Pinotepa de Don Luis,,,,
20,71,Pluma Hidalgo,,,,
20,72,San José del Progreso,,,,
20,73,Putla Villa de Guerrero,,,,
20,74,Santa Catarina Quioquitani,,,,
20,75,Reforma de Pineda,,,,
20,76,La Reforma,,,,
20,77,Reyes Etla,,,,
20,78,Rojas de Cuauhtémoc,,,,
20,79,Salina Cruz,,,,
20,80,San Agustín Amatengo,,,,
20,81,San Agustín Atenango,,,,
20,82,San Agustín Chayuco,,,,
20,83,San Agustín de las Juntas,,,,
20,84,San Agustín Etla,,,,
20,85,San Agustín Loxicha,,,,
20,86,San Agustín Tlacotepec,,,,
20,87,San Agustín Yatareni,,,,
20,88,San Andrés Cabecera Nueva,,,,
20,89,San Andrés Dinicuiti,,,,
20,90,San Andrés Huaxpaltepec,,,,
20,91,San Andrés Huayápam,,,,
20,92,San Andrés Ixtlahuaca,,,,
20,93,San Andrés Lagunas,,,,
20,94,San Andrés Nuxiño,,,,
20,95,San Andrés Paxtlán,,,,
20,96,San Andrés Sinaxtla,,,,
20,97,San Andrés Solaga,,,,
20,98,San Andrés Teotilálpam,,,,
20,99,San Andrés Tepetlapa,,,,
20,100,San Andrés Yaá,,,,
20,101,San Andrés Zabache,,,,
20,102,San Andrés Zautla,,,,
20,103,San Antonino Castillo Velasco,,,,
20,104,San Antonino el Alto,,,,
20,105,San Antonino Monte Verde,,,,
20,106,San Antonio Acutla,,,,
20,107,San Antonio de la Cal,,,,
20,108,San Antonio Huitepec,,,,
20,109,San Antonio Nanahuatípam,,,,
20,110,San Antonio Sinicahua,,,,
20,111,San Antonio Tepetlapa,,,,
20,112,San Baltazar Chichicápam,,,,
20,113,San Baltazar Loxicha,,,,
20,114,San Baltazar Yatzachi el Bajo,,,,
20,115,San Bartolo Coyotepec,,,,
20,116,San Bartolomé Ayautla,,,,
20,117,San Bartolomé Loxicha,,,,
20,118,San Bartolomé Quialana,,,,
20,119,San Bartolomé Yucuañe,,,,
20,120,San Bartolomé Zoogocho,,,,
20,121,San Bartolo Soyaltepec,,,,
20,122,San Bartolo Yautepec,,,,
20,123,San Bernardo Mixtepec,,,,
20,124,San Blas Atempa,,,,
20,125,San Carlos Yautepec,,,,
20,126,San Cristóbal Amatlán,,,,
20,127,San Cristóbal Amoltepec,,,,
20,128,San Cristóbal Lachirioag,,,,
20,129,San Cristóbal Suchixtlahuaca,,,,
20,130,San Dionisio del Mar,,,,
20,131,San Dionisio Ocotepec,,,,
20,132,San Dionisio Ocotlán,,,,
20,133,San Esteban Atatlahuca,,,,
20,134,San Felipe Jalapa de Díaz,,,,
20,135,San Felipe Tejalápam,,,,
20,136,San Felipe Usila,,,,
20,137,San Francisco Cahuacuá,,,,
20,138,San Francisco Cajonos,,,,
20,139,San Francisco Chapulapa,,,,
20,140,San Francisco Chindúa,,,,
20,141,San Francisco del Mar,,,,
20,142,San Francisco Huehuetlán,,,,
20,143,San Francisco Ixhuatán,,,,
20,144,San Francisco Jaltepetongo,,,,
20,145,San Francisco Lachigoló,,,,
20,146,San Francisco Logueche,,,,
20,147,San Francisco Nuxaño,,,,
20,148,San Francisco Ozolotepec,,,,
20,149,San Francisco Sola,,,,
20,150,San Francisco Telixtlahuaca,,,,
20,151,San Francisco Teopan,,,,
20,152,San Francisco Tlapancingo,,,,
20,153,San Gabriel Mixtepec,,,,
20,154,San Ildefonso Amatlán,,,,
20,155,San Ildefonso Sola,,,,
20,156,San Ildefonso Villa Alta,,,,
20,157,San Jacinto Amilpas,,,,
20,158,San Jacinto Tlacotepec,,,,
20,159,San Jerónimo Coatlán,,,,
20,160,San Jerónimo Silacayoapilla,,,,
20,161,San Jerónimo Sosola,,,,
20,162,San Jerónimo Taviche,,,,
20,163,San Jerónimo Tecóatl,,,,
20,164,San Jorge Nuchita,,,,
20,165,San José Ayuquila,,,,
20,166,San José Chiltepec,,,,
20,167,San José del Peñasco,,,,
20,168,San José Estancia Grande,,,,
20,169,San José Independencia,,,,
20,170,San José Lachiguiri,,,,
20,171,San José Tenango,,,,
20,172,San Juan Achiutla,,,,
20,173,San Juan Atepec,,,,
20,174,Ánimas Trujano,,,,
20,175,San Juan Bautista Atatlahuca,,,,
20,176,San Juan Bautista Coixtlahuaca,,,,
20,177,San Juan Bautista Cuicatlán,,,,
20,178,San Juan Bautista Guelache,,,,
20,179,San Juan Bautista Jayacatlán,,,,
20,180,San Juan Bautista Lo de Soto,,,,
20,181,San Juan Bautista Suchitepec,,,,
20,182,San Juan Bautista Tlacoatzintepec,,,,
20,183,San Juan Bautista Tlachichilco,,,,
20,184,San Juan Bautista Tuxtepec,,,,
20,185,San Juan Cacahuatepec,,,,
20,186,San Juan Cieneguilla,,,,
20,187,San Juan Coatzóspam,,,,
20,188,San Juan Colorado,,,,
20,189,San Juan Comaltepec,,,,
20,190,San Juan Cotzocón,,,,
20,191,San Juan Chicomezúchil,,,,
20,192,San Juan Chilateca,,,,
20,193,San Juan del Estado,,,,
20,194,San Juan del Río,,,,
20,195,San Juan Diuxi,,,,
20,196,San Juan Evangelista Analco,,,,
20,197,San Juan Guelavía,,,,
20,198,San Juan Guichicovi,,,,
20,199,San Juan Ihualtepec,,,,
