id_estado,id_municipio,Municipio,,,,
26,1,Aconchi,,,,
26,2,Agua Prieta,,,,
26,3,Álamos,,,,
26,4,Altar,,,,
26,5,Arivechi,,,,
26,6,Arizpe,,,,
26,7,Atil,,,,
26,8,Bacadéhuachi,,,,
26,9,Bacanora,,,,
26,10,Bacerac,,,,
26,11,Bacoachi,,,,
26,12,Bácum,,,,
26,13,Banámichi,,,,
26,14,Baviácora,,,,
26,15,Bavispe,,,,
26,16,Benjamín Hill,,,,
26,17,Caborca,,,,
26,18,Cajeme,,,,
26,19,Cananea,,,,
26,20,Carbó,,,,
26,21,La Colorada,,,,
26,22,Cucurpe,,,,
26,23,Cumpas,,,,
26,24,Divisaderos,,,,
26,25,Empalme,,,,
26,26,Etchojoa,,,,
26,27,Fronteras,,,,
26,28,Granados,,,,
26,29,Guaymas,,,,
26,30,Hermosillo,,,,
26,31,Huachinera,,,,
26,32,Huásabas,,,,
26,33,Huatabampo,,,,
26,34,Huépac,,,,
26,35,Imuris,,,,
26,36,Magdalena,,,,
26,37,Mazatán,,,,
26,38,Moctezuma,,,,
26,39,Naco,,,,
26,40,Nácori Chico,,,,
26,41,Nacozari de García,,,,
26,42,Navojoa,,,,
26,43,Nogales,,,,
26,44,Ónavas,,,,
26,45,Opodepe,,,,
26,46,Oquitoa,,,,
26,47,Pitiquito,,,,
26,48,Puerto Peñasco,,,,
26,49,Quiriego,,,,
26,50,Rayón,,,,
26,51,Rosario,,,,
26,52,Sahuaripa,,,,
26,53,San Felipe de Jesús,,,,
26,54,San Javier,,,,
26,55,San Luis Río Colorado,,,,
26,56,San Miguel de Horcasitas,,,,
26,57,San Pedro de la Cueva,,,,
26,58,Santa Ana,,,,
26,59,Santa Cruz,,,,
26,60,Sáric,,,,
26,61,Soyopa,,,,
26,62,Suaqui Grande,,,,
26,63,Tepache,,,,
26,64,Trincheras,,,,
26,65,Tubutama,,,,
26,66,Ures,,,,
26,67,Villa Hidalgo,,,,
26,68,Villa Pesqueira,,,,
26,69,Yécora,,,,
26,70,General Plutarco Elías Calles,,,,
26,71,Benito Juárez,,,,
26,72,San Ignacio Río Muerto,,,,
