id_estado,id_municipio,Municipio,,,,
16,1,Acuitzio,,,,
16,2,Aguililla,,,,
16,3,Álvaro Obregón,,,,
16,4,Angamacutiro,,,,
16,5,Angangueo,,,,
16,6,Apatzingán,,,,
16,7,Aporo,,,,
16,8,Aquila,,,,
16,9,Ario,,,,
16,10,Arteaga,,,,
16,11,Briseñas,,,,
16,12,Buenavista,,,,
16,13,Carácuaro,,,,
16,14,Coahuayana,,,,
16,15,Coalcomán de Vázquez Pallares,,,,
16,16,Coeneo,,,,
16,17,Contepec,,,,
16,18,Copándaro,,,,
16,19,Cotija,,,,
16,20,Cuitzeo,,,,
16,21,Charapan,,,,
16,22,Charo,,,,
16,23,Chavinda,,,,
16,24,Cherán,,,,
16,25,Chilchota,,,,
16,26,Chinicuila,,,,
16,27,Chucándiro,,,,
16,28,Churintzio,,,,
16,29,Churumuco,,,,
16,30,Ecuandureo,,,,
16,31,Epitacio Huerta,,,,
16,32,Erongarícuaro,,,,
16,33,Gabriel Zamora,,,,
16,34,Hidalgo,,,,
16,35,La Huacana,,,,
16,36,Huandacareo,,,,
16,37,Huaniqueo,,,,
16,38,Huetamo,,,,
16,39,Huiramba,,,,
16,40,Indaparapeo,,,,
16,41,Irimbo,,,,
16,42,Ixtlán,,,,
16,43,Jacona,,,,
16,44,Jiménez,,,,
16,45,Jiquilpan,,,,
16,46,Juárez,,,,
16,47,Jungapeo,,,,
16,48,Lagunillas,,,,
16,49,Madero,,,,
16,50,Maravatío,,,,
16,51,Marcos Castellanos,,,,
16,52,Lázaro Cárdenas,,,,
16,53,Morelia,,,,
16,54,Morelos,,,,
16,55,Múgica,,,,
16,56,Nahuatzen,,,,
16,57,Nocupétaro,,,,
16,58,Nuevo Parangaricutiro,,,,
16,59,Nuevo Urecho,,,,
16,60,Numarán,,,,
16,61,Ocampo,,,,
16,62,Pajacuarán,,,,
16,63,Panindícuaro,,,,
16,64,Parácuaro,,,,
16,65,Paracho,,,,
16,66,Pátzcuaro,,,,
16,67,Penjamillo,,,,
16,68,Peribán,,,,
16,69,La Piedad,,,,
16,70,Purépero,,,,
16,71,Puruándiro,,,,
16,72,Queréndaro,,,,
16,73,Quiroga,,,,
16,74,Cojumatlán de Régules,,,,
16,75,Los Reyes,,,,
16,76,Sahuayo,,,,
16,77,San Lucas,,,,
16,78,Santa Ana Maya,,,,
16,79,Salvador Escalante,,,,
16,80,Senguio,,,,
16,81,Susupuato,,,,
16,82,Tacámbaro,,,,
16,83,Tancítaro,,,,
16,84,Tangamandapio,,,,
16,85,Tangancícuaro,,,,
16,86,Tanhuato,,,,
16,87,Taretan,,,,
16,88,Tarímbaro,,,,
16,89,Tepalcatepec,,,,
16,90,Tingambato,,,,
16,91,Tingüindín,,,,
16,92,Tiquicheo de Nicolás Romero,,,,
16,93,Tlalpujahua,,,,
16,94,Tlazazalca,,,,
16,95,Tocumbo,,,,
16,96,Tumbiscatío,,,,
16,97,Turicato,,,,
16,98,Tuxpan,,,,
16,99,Tuzantla,,,,
16,100,Tzintzuntzan,,,,
16,101,Tzitzio,,,,
16,102,Uruapan,,,,
16,103,Venustiano Carranza,,,,
16,104,Villamar,,,,
16,105,Vista Hermosa,,,,
16,106,Yurécuaro,,,,
16,107,Zacapu,,,,
16,108,Zamora,,,,
16,109,Zináparo,,,,
16,110,Zinapécuaro,,,,
16,111,Ziracuaretiro,,,,
16,112,Zitácuaro,,,,
16,113,José Sixto Verduzco,,,,
