id_estado,id_municipio,Municipio,,,,
29,1,Amaxac de Guerrero,,,,
29,2,Apetatitlán de Antonio Carvajal,,,,
29,3,Atlangatepec,,,,
29,4,Atltzayanca,,,,
29,5,Apizaco,,,,
29,6,Calpulalpan,,,,
29,7,El Carmen Tequexquitla,,,,
29,8,Cuapiaxtla,,,,
29,9,Cuaxomulco,,,,
29,10,Chiautempan,,,,
29,11,Muñoz de Domingo Arenas,,,,
29,12,Españita,,,,
29,13,Huamantla,,,,
29,14,Hueyotlipan,,,,
29,15,Ixtacuixtla de Mariano Matamoros,,,,
29,16,Ixtenco,,,,
29,17,Mazatecochco de José María Morelos,,,,
29,18,Contla de Juan Cuamatzi,,,,
29,19,Tepetitla de Lardizábal,,,,
29,20,Sanctórum de Lázaro Cárdenas,,,,
29,21,Nanacamilpa de Mariano Arista,,,,
29,22,Acuamanala de Miguel Hidalgo,,,,
29,23,Natívitas,,,,
29,24,Panotla,,,,
29,25,San Pablo del Monte,,,,
29,26,Santa Cruz Tlaxcala,,,,
29,27,Tenancingo,,,,
29,28,Teolocholco,,,,
29,29,Tepeyanco,,,,
29,30,Terrenate,,,,
29,31,Tetla de la Solidaridad,,,,
29,32,Tetlatlahuca,,,,
29,33,Tlaxcala,,,,
29,34,Tlaxco,,,,
29,35,Tocatlán,,,,
29,36,Totolac,,,,
29,37,Ziltlaltépec de Trinidad Sánchez Santos,,,,
29,38,Tzompantepec,,,,
29,39,Xaloztoc,,,,
29,40,Xaltocan,,,,
29,41,Papalotla de Xicohténcatl,,,,
29,42,Xicohtzinco,,,,
29,43,Yauhquemehcan,,,,
29,44,Zacatelco,,,,
29,45,Benito Juárez,,,,
29,46,Emiliano Zapata,,,,
29,47,Lázaro Cárdenas,,,,
29,48,La Magdalena Tlaltelulco,,,,
29,49,San Damián Texóloc,,,,
29,50,San Francisco Tetlanohcan,,,,
29,51,San Jerónimo Zacualpan,,,,
29,52,San José Teacalco,,,,
29,53,San Juan Huactzinco,,,,
29,54,San Lorenzo Axocomanitla,,,,
29,55,San Lucas Tecopilco,,,,
29,56,Santa Ana Nopalucan,,,,
29,57,Santa Apolonia Teacalco,,,,
29,58,Santa Catarina Ayometla,,,,
29,59,Santa Cruz Quilehtla,,,,
29,60,Santa Isabel Xiloxoxtla,,,,
