id_estado,id_municipio,Municipio,,,,
14,1,Acatic,,,,
14,2,Acatlán de Juárez,,,,
14,3,Ahualulco de Mercado,,,,
14,4,Amacueca,,,,
14,5,Amatitán,,,,
14,6,Ameca,,,,
14,7,San Juanito de Escobedo,,,,
14,8,Arandas,,,,
14,9,El Arenal,,,,
14,10,Atemajac de Brizuela,,,,
14,11,Atengo,,,,
14,12,Atenguillo,,,,
14,13,Atotonilco el Alto,,,,
14,14,Atoyac,,,,
14,15,Autlán de Navarro,,,,
14,16,Ayotlán,,,,
14,17,Ayutla,,,,
14,18,La Barca,,,,
14,19,Bolaños,,,,
14,20,Cabo Corrientes,,,,
14,21,Casimiro Castillo,,,,
14,22,Cihuatlán,,,,
14,23,Zapotlán el Grande,,,,
14,24,Cocula,,,,
14,25,Colotlán,,,,
14,26,Concepción de Buenos Aires,,,,
14,27,Cuautitlán de García Barragán,,,,
14,28,Cuautla,,,,
14,29,Cuquío,,,,
14,30,Chapala,,,,
14,31,Chimaltitán,,,,
14,32,Chiquilistlán,,,,
14,33,Degollado,,,,
14,34,Ejutla,,,,
14,35,Encarnación de Díaz,,,,
14,36,Etzatlán,,,,
14,37,El Grullo,,,,
14,38,Guachinango,,,,
14,39,Guadalajara,,,,
14,40,Hostotipaquillo,,,,
14,41,Huejúcar,,,,
14,42,Huejuquilla el Alto,,,,
14,43,La Huerta,,,,
14,44,Ixtlahuacán de los Membrillos,,,,
14,45,Ixtlahuacán del Río,,,,
14,46,Jalostotitlán,,,,
14,47,Jamay,,,,
14,48,Jesús María,,,,
14,49,Jilotlán de los Dolores,,,,
14,50,Jocotepec,,,,
14,51,Juanacatlán,,,,
14,52,Juchitlán,,,,
14,53,Lagos de Moreno,,,,
14,54,El Limón,,,,
14,55,Magdalena,,,,
14,56,Santa María del Oro,,,,
14,57,La Manzanilla de la Paz,,,,
14,58,Mascota,,,,
14,59,Mazamitla,,,,
14,60,Mexticacán,,,,
14,61,Mezquitic,,,,
14,62,Mixtlán,,,,
14,63,Ocotlán,,,,
14,64,Ojuelos de Jalisco,,,,
14,65,Pihuamo,,,,
14,66,Poncitlán,,,,
14,67,Puerto Vallarta,,,,
14,68,Villa Purificación,,,,
14,69,Quitupan,,,,
14,70,El Salto,,,,
14,71,San Cristóbal de la Barranca,,,,
14,72,San Diego de Alejandría,,,,
14,73,San Juan de los Lagos,,,,
14,74,San Julián,,,,
14,75,San Marcos,,,,
14,76,San Martín de Bolaños,,,,
14,77,San Martín Hidalgo,,,,
14,78,San Miguel el Alto,,,,
14,79,Gómez Farías,,,,
14,80,San Sebastián del Oeste,,,,
14,81,Santa María de los Ángeles,,,,
14,82,Sayula,,,,
14,83,Tala,,,,
14,84,Talpa de Allende,,,,
14,85,Tamazula de Gordiano,,,,
14,86,Tapalpa,,,,
14,87,Tecalitlán,,,,
14,88,Tecolotlán,,,,
14,89,Techaluta de Montenegro,,,,
14,90,Tenamaxtlán,,,,
14,91,Teocaltiche,,,,
14,92,Teocuitatlán de Corona,,,,
14,93,Tepatitlán de Morelos,,,,
14,94,Tequila,,,,
14,95,Teuchitlán,,,,
14,96,Tizapán el Alto,,,,
14,97,Tlajomulco de Zúñiga,,,,
14,98,San Pedro Tlaquepaque,,,,
14,99,Tolimán,,,,
14,100,Tomatlán,,,,
14,101,Tonalá,,,,
14,102,Tonaya,,,,
14,103,Tonila,,,,
14,104,Totatiche,,,,
14,105,Tototlán,,,,
14,106,Tuxcacuesco,,,,
14,107,Tuxcueca,,,,
14,108,Tuxpan,,,,
14,109,Unión de San Antonio,,,,
14,110,Unión de Tula,,,,
14,111,Valle de Guadalupe,,,,
14,112,Valle de Juárez,,,,
14,113,San Gabriel,,,,
14,114,Villa Corona,,,,
14,115,Villa Guerrero,,,,
14,116,Villa Hidalgo,,,,
14,117,Cañadas de Obregón,,,,
14,118,Yahualica de González Gallo,,,,
14,119,Zacoalco de Torres,,,,
14,120,Zapopan,,,,
14,121,Zapotiltic,,,,
14,122,Zapotitlán de Vadillo,,,,
14,123,Zapotlán del Rey,,,,
14,124,Zapotlanejo,,,,
14,125,San Ignacio Cerro Gordo,,,,
