id_estado,id_municipio,Municipio,,,,
21,1,Acajete,,,,
21,2,Acateno,,,,
21,3,Acatlán,,,,
21,4,Acatzingo,,,,
21,5,Acteopan,,,,
21,6,Ahuacatlán,,,,
21,7,Ahuatlán,,,,
21,8,Ahuazotepec,,,,
21,9,Ahuehuetitla,,,,
21,10,Ajalpan,,,,
21,11,Albino Zertuche,,,,
21,12,Aljojuca,,,,
21,13,Altepexi,,,,
21,14,Amixtlán,,,,
21,15,Amozoc,,,,
21,16,Aquixtla,,,,
21,17,Atempan,,,,
21,18,Atexcal,,,,
21,19,Atlixco,,,,
21,20,Atoyatempan,,,,
21,21,Atzala,,,,
21,22,Atzitzihuacán,,,,
21,23,Atzitzintla,,,,
21,24,Axutla,,,,
21,25,Ayotoxco de Guerrero,,,,
21,26,Calpan,,,,
21,27,Caltepec,,,,
21,28,Camocuautla,,,,
21,29,Caxhuacan,,,,
21,30,Coatepec,,,,
21,31,Coatzingo,,,,
21,32,Cohetzala,,,,
21,33,Cohuecan,,,,
21,34,Coronango,,,,
21,35,Coxcatlán,,,,
21,36,Coyomeapan,,,,
21,37,Coyotepec,,,,
21,38,Cuapiaxtla de Madero,,,,
21,39,Cuautempan,,,,
21,40,Cuautinchán,,,,
21,41,Cuautlancingo,,,,
21,42,Cuayuca de Andrade,,,,
21,43,Cuetzalan del Progreso,,,,
21,44,Cuyoaco,,,,
21,45,Chalchicomula de Sesma,,,,
21,46,Chapulco,,,,
21,47,Chiautla,,,,
21,48,Chiautzingo,,,,
21,49,Chiconcuautla,,,,
21,50,Chichiquila,,,,
21,51,Chietla,,,,
21,52,Chigmecatitlán,,,,
21,53,Chignahuapan,,,,
21,54,Chignautla,,,,
21,55,Chila,,,,
21,56,Chila de la Sal,,,,
21,57,Honey,,,,
21,58,Chilchotla,,,,
21,59,Chinantla,,,,
21,60,Domingo Arenas,,,,
21,61,Eloxochitlán,,,,
21,62,Epatlán,,,,
21,63,Esperanza,,,,
21,64,Francisco Z. Mena,,,,
21,65,General Felipe Ángeles,,,,
21,66,Guadalupe,,,,
21,67,Guadalupe Victoria,,,,
21,68,Hermenegildo Galeana,,,,
21,69,Huaquechula,,,,
21,70,Huatlatlauca,,,,
21,71,Huauchinango,,,,
21,72,Huehuetla,,,,
21,73,Huehuetlán el Chico,,,,
21,74,Huejotzingo,,,,
21,75,Hueyapan,,,,
21,76,Hueytamalco,,,,
21,77,Hueytlalpan,,,,
21,78,Huitzilan de Serdán,,,,
21,79,Huitziltepec,,,,
21,80,Atlequizayan,,,,
21,81,Ixcamilpa de Guerrero,,,,
21,82,Ixcaquixtla,,,,
21,83,Ixtacamaxtitlán,,,,
21,84,Ixtepec,,,,
21,85,Izúcar de Matamoros,,,,
21,86,Jalpan,,,,
21,87,Jolalpan,,,,
21,88,Jonotla,,,,
21,89,Jopala,,,,
21,90,Juan C. Bonilla,,,,
21,91,Juan Galindo,,,,
21,92,Juan N. Méndez,,,,
21,93,Lafragua,,,,
21,94,Libres,,,,
21,95,La Magdalena Tlatlauquitepec,,,,
21,96,Mazapiltepec de Juárez,,,,
21,97,Mixtla,,,,
21,98,Molcaxac,,,,
21,99,Cañada Morelos,,,,
21,100,Naupan,,,,
21,101,Nauzontla,,,,
21,102,Nealtican,,,,
21,103,Nicolás Bravo,,,,
21,104,Nopalucan,,,,
21,105,Ocotepec,,,,
21,106,Ocoyucan,,,,
21,107,Olintla,,,,
21,108,Oriental,,,,
21,109,Pahuatlán,,,,
21,110,Palmar de Bravo,,,,
21,111,Pantepec,,,,
21,112,Petlalcingo,,,,
21,113,Piaxtla,,,,
21,114,Puebla,,,,
21,115,Quecholac,,,,
21,116,Quimixtlán,,,,
21,117,Rafael Lara Grajales,,,,
21,118,Los Reyes de Juárez,,,,
21,119,San Andrés Cholula,,,,
21,120,San Antonio Cañada,,,,
21,121,San Diego la Mesa Tochimiltzingo,,,,
21,122,San Felipe Teotlalcingo,,,,
21,123,San Felipe Tepatlán,,,,
21,124,San Gabriel Chilac,,,,
21,125,San Gregorio Atzompa,,,,
21,126,San Jerónimo Tecuanipan,,,,
21,127,San Jerónimo Xayacatlán,,,,
21,128,San José Chiapa,,,,
21,129,San José Miahuatlán,,,,
21,130,San Juan Atenco,,,,
21,131,San Juan Atzompa,,,,
21,132,San Martín Texmelucan,,,,
21,133,San Martín Totoltepec,,,,
21,134,San Matías Tlalancaleca,,,,
21,135,San Miguel Ixitlán,,,,
21,136,San Miguel Xoxtla,,,,
21,137,San Nicolás Buenos Aires,,,,
21,138,San Nicolás de los Ranchos,,,,
21,139,San Pablo Anicano,,,,
21,140,San Pedro Cholula,,,,
21,141,San Pedro Yeloixtlahuaca,,,,
21,142,San Salvador el Seco,,,,
21,143,San Salvador el Verde,,,,
21,144,San Salvador Huixcolotla,,,,
21,145,San Sebastián Tlacotepec,,,,
21,146,Santa Catarina Tlaltempan,,,,
21,147,Santa Inés Ahuatempan,,,,
21,148,Santa Isabel Cholula,,,,
21,149,Santiago Miahuatlán,,,,
21,150,Huehuetlán el Grande,,,,
21,151,Santo Tomás Hueyotlipan,,,,
21,152,Soltepec,,,,
21,153,Tecali de Herrera,,,,
21,154,Tecamachalco,,,,
21,155,Tecomatlán,,,,
21,156,Tehuacán,,,,
21,157,Tehuitzingo,,,,
21,158,Tenampulco,,,,
21,159,Teopantlán,,,,
21,160,Teotlalco,,,,
21,161,Tepanco de López,,,,
21,162,Tepango de Rodríguez,,,,
21,163,Tepatlaxco de Hidalgo,,,,
21,164,Tepeaca,,,,
21,165,Tepemaxalco,,,,
21,166,Tepeojuma,,,,
21,167,Tepetzintla,,,,
21,168,Tepexco,,,,
21,169,Tepexi de Rodríguez,,,,
21,170,Tepeyahualco,,,,
21,171,Tepeyahualco de Cuauhtémoc,,,,
21,172,Tetela de Ocampo,,,,
21,173,Teteles de Ávila Castillo,,,,
21,174,Teziutlán,,,,
21,175,Tianguismanalco,,,,
21,176,Tilapa,,,,
21,177,Tlacotepec de Benito Juárez,,,,
21,178,Tlacuilotepec,,,,
21,179,Tlachichuca,,,,
21,180,Tlahuapan,,,,
21,181,Tlaltenango,,,,
21,182,Tlanepantla,,,,
21,183,Tlaola,,,,
21,184,Tlapacoya,,,,
21,185,Tlapanalá,,,,
21,186,Tlatlauquitepec,,,,
21,187,Tlaxco,,,,
21,188,Tochimilco,,,,
21,189,Tochtepec,,,,
21,190,Totoltepec de Guerrero,,,,
21,191,Tulcingo,,,,
21,192,Tuzamapan de Galeana,,,,
21,193,Tzicatlacoyan,,,,
21,194,Venustiano Carranza,,,,
21,195,Vicente Guerrero,,,,
21,196,Xayacatlán de Bravo,,,,
21,197,Xicotepec,,,,
21,198,Xicotlán,,,,
21,199,Xiutetelco,,,,
21,200,Xochiapulco,,,,
21,201,Xochiltepec,,,,
21,202,Xochitlán de Vicente Suárez,,,,
21,203,Xochitlán Todos Santos,,,,
21,204,Yaonáhuac,,,,
21,205,Yehualtepec,,,,
21,206,Zacapala,,,,
21,207,Zacapoaxtla,,,,
21,208,Zacatlán,,,,
21,209,Zapotitlán,,,,
